Plots,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Crown_cover....,Forest_Types,Scientific_me,Family,DBH_cm,Height_m,Stem_Type,Status
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,80,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,24,3,Buttressed ,Live
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,81,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,14,8,Clean,Live
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,82,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,19,10,Clean,Live
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,83,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,11,6,Clean,Live
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,84,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,28,20,Clean,Live
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,85,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,37,8,Clean,Live
105,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,270,86,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,31,14,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,21,4,Buttressed ,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,38,20,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,36,12,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Callicarpa arborea,Verbeceae,33,8,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Persea fructifera,Lauraceae,52,14,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,31,12,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Callicarpa arborea,Verbeceae,18,5,Clean,Live
106,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,225,50,Cool broadleaved forest (1500-3000),Oroxylum indicum,Bignoniaceae,16,5,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,38,18,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Engelhardia spicata,Juglandaceae,30,5,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,42,22,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Ostodes paniculata,Euphorbiaceae,20,7,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Ostodes paniculata,Euphorbiaceae,19,6,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Choerospondias axiliaris,Acardiaceae,30,13,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Albiza procera,Leguminosae,30,19,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Cinmomum bejolghota,Lauraceae,11,3,Clean,Live
107,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,315,40,Cool broadleaved forest (1500-3000),Termilia alata,Combretaceae,22,18,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Albizia lebbeck,Leguminosae,53,20,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Ficus nervosa,Moraceae,20,4,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Ficus nervosa,Moraceae,23,5,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,18,7,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Bauhunia variegata,Leguminosae,50,27,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,12,3,Clean,Live
108,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,225,40,Cool broadleaved forest (1500-3000),Albizia lebbeck,Leguminosae,58,18,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Elaeocarpus lanceifolius,Elaeocarpaceae,20,9,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Macaranga denticulata,Euphorbiaceae,40,18,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,45,30,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,65,38,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,18,5,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,66,24,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,90,42,Clean,Live
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Lithocarpus elegans,Fagaceae,36,20,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,28,20,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,39,22,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,33,18,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,74,42,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,70,36,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,51,20,Clean,Live
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Rhus hookeri,Acardiaceae,14,6,Clean,Live
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,22,12,Clean,Live
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,18,7,Clean,Live
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Celtis tetrandra,Canbaceae,20,8,Clean,Live
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,38,7,Clean,Live
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,28,10,Clean,Live
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Cinmomum glaucescens,Lauraceae,40,10,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,24,14,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,42,17,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,34,8,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,78,40,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,100,22,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,22,10,Clean,Live
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Macaranga denticulata,Euphorbiaceae,32,11,Clean,Live
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,21,6,Clean,Live
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,30,9,Clean,Live
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,36,20,Clean,Live
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Elaeocarpus lanceifolius,Elaeocarpaceae,17,8,Clean,Live
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,76,38,Clean,Live
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,80,22,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,34,26,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Elaeocarpus dasycarpus,Elaeocarpaceae,44,26,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Albiza procera,Leguminosae,59,32,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Castanopsis tribuloides,Fagaceae,68,29,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,24,7,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,66,32,Clean,Live
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,68,18,Clean,Live
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,68,26,Clean,Live
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,72,38,Clean,Live
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,66,19,Clean,Live
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Michelia doltsapa,Magnoliaceae,18,7,Clean,Live
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Elaeocarpus lanceifolius,Elaeocarpaceae,40,22,Clean,Live
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Acer oblongum,Aceraceae,69,42,Clean,Live
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,28,7,Clean,Live
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,78,22,Clean,Live
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Acer sterculiaceum,Aceraceae,70,18,Clean,Live
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Persea fructifera,Lauraceae,51,32,Clean,Live
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,18,9,Clean,Live
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Ostodes paniculata,Euphorbiaceae,32,8,Clean,Live
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Syzygium cumini,Myrtaceae,24,11,Clean,Live
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Syzygium operculatum,Myrtaceae,20,19,Clean,Live
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Schima wallichii,Theaceae,45,32,Clean,Live
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Ostodes paniculata,Euphorbiaceae,12,7,Clean,Live
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Castanopsis indica,Fagaceae,24,11,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Eurya cavinervis,Theaceae,44,18,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,41,9,Buttressed ,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Eurya cavinervis,Theaceae,20,8,Clean,Morbid
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Ficus benjami,Moraceae,79,14,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,15,6,Buttressed ,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,52,24,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Litsea cubeba,Lauraceae,20,12,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Eurya cavinervis,Theaceae,24,11,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Eurya cavinervis,Theaceae,22,7,Clean,Live
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,42,24,Clean,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Heliacia nilagrica,Proteaceae,24,6,Buttressed ,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,38,7,Clean,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,43,9,Clean,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,79,24,Clean,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Litsea cubeba,Lauraceae,51,18,Clean,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Heliacia nilagrica,Proteaceae,41,7,Clean,Live
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Ficus auriculata,Moraceae,70,28,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,12,7,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Eurya cavinervis,Theaceae,44,15,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Elaeocarpus lanceifolius,Elaeocarpaceae,19,5,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Erythri variegata,Fabaceae,36,11,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Ficus auriculata,Moraceae,38,7,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Eucalyptus spp.,Myrtaceae,22,7,Clean,Live
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,50,16,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Syzygium operculatum,Myrtaceae,42,12,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Syzygium operculatum,Myrtaceae,38,9,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Phoebe lanceolata,Lauraceae,78,26,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Beilschmiedia gammiea,Lauraceae,45,20,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Eurya cavinervis,Theaceae,16,8,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Glochidion acumitum,Euphorbiaceae,22,6,Clean,Live
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Castanopsis tribuloides,Fagaceae,53,17,Clean,Live
122,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,0,30,Warm broad leaved forest (500-1500),Too ciliata,Meliaceae,61,24,Clean,Live
122,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,0,30,Warm broad leaved forest (500-1500),Cedrela odorata,Meliaceae,40,12,Clean,Live
122,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,0,30,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,41,9,Twisted,Live
122,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,0,30,Warm broad leaved forest (500-1500),Gynocardia ordorata,Flacourtiaceae,32,7,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,18,6,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,44,7,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,36,11,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,38,16,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Ficus neriifolia,Moraceae,22,7,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,32,8,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,33,9,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Rhus hookeri,Acardiaceae,38,9,Clean,Live
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Cinmonum tamala,Lauraceae,74,30,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,62,18,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,14,9,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Elaeocarpus dasycarpus,Elaeocarpaceae,89,22,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Heliacia nilagrica,Proteaceae,52,18,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Beilschmiedia roxburgia,Lauraceae,73,28,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Beilschmiedia sikkimensis,Lauraceae,45,30,Clean,Live
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Rhus hookeri,Acardiaceae,60,24,Clean,Live
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Castanopsis tribuloides,Fagaceae,34,7,Clean,Live
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Beilschmiedia gammiea,Lauraceae,65,36,Clean,Live
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Rhus hookeri,Acardiaceae,53,20,Clean,Live
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Too ciliata,Meliaceae,28,22,Clean,Live
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Aphamaxis polystacya,Meliaceae,78,24,Clean,Live
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Heliacia nilagrica,Proteaceae,40,12,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Castanopsis hystrix,Fagaceae,88,17,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Heliacia nilagrica,Proteaceae,34,12,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,14,7,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Castanopsis hystrix,Fagaceae,21,7,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,52,36,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Castanopsis hystrix,Fagaceae,18,9,Clean,Live
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Castanopsis hystrix,Fagaceae,65,24,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,53,9,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Kydia calyci,Malvaceae,72,24,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Termilia alata,Combretaceae,78,32,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Kydia calyci,Malvaceae,63,23,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,37,7,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Elaeocarpus sikkimensis,Elaeocarpaceae,14,3,Clean,Live
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Stereospermum chelonoides,Bignoniaceae,45,15,Clean,Live
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,16,7,Clean,Live
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,23,8,Clean,Live
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Litsea nilagirica,Lauraceae,78,14,Clean,Live
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Symplocus glomerata,Symplocaceae,53,38,Clean,Live
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,51,10,Clean,Live
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,53,21,Clean,Live
